image,text,confidence,bbox,price_cny,price_usd,shipping_price,bid_times
微信图片_20251122072527_53_1274.jpg,差评数,0.9697,"[[np.int32(970), np.int32(2512)], [np.int32(1080), np.int32(2512)], [np.int32(1080), np.int32(2557)], [np.int32(970), np.int32(2557)]]",,,,
微信图片_20251122072527_53_1274.jpg,99.909,0.4604,"[[np.int32(170), np.int32(2564)], [np.int32(333), np.int32(2564)], [np.int32(333), np.int32(2609)], [np.int32(170), np.int32(2609)]]",,,,
微信图片_20251122072527_53_1274.jpg,12214,1.0,"[[np.int32(576), np.int32(2564)], [np.int32(697), np.int32(2564)], [np.int32(697), np.int32(2609)], [np.int32(576), np.int32(2609)]]",,,,
微信图片_20251122072527_53_1274.jpg,12,1.0,"[[np.int32(998), np.int32(2566)], [np.int32(1052), np.int32(2566)], [np.int32(1052), np.int32(2609)], [np.int32(998), np.int32(2609)]]",,,,
微信图片_20251122072527_53_1274.jpg,商品已售出,0.7285,"[[np.float64(1011.3516449153894), np.float64(1721.0351332215832)], [np.float64(1200.998028585457), np.float64(1774.8462043952447)], [np.float64(1183.6483550846106), np.float64(1824.9648667784168)], [np.float64(994.0019714145432), np.float64(1770.1537956047553)]]",,,,
微信图片_20251122072528_54_1274.jpg,令 [,0.5633,"[[np.int32(1023), np.int32(50)], [np.int32(1157), np.int32(50)], [np.int32(1157), np.int32(101)], [np.int32(1023), np.int32(101)]]",,,,
微信图片_20251122072528_54_1274.jpg,商品,0.9929,"[[np.int32(585), np.int32(175)], [np.int32(692), np.int32(175)], [np.int32(692), np.int32(240)], [np.int32(585), np.int32(240)]]",,,,
微信图片_20251122072528_54_1274.jpg,2018 PANINIPRIZM,0.7382,"[[np.int32(466), np.int32(349)], [np.int32(667), np.int32(349)], [np.int32(667), np.int32(370)], [np.int32(466), np.int32(370)]]",,,,
微信图片_20251122072528_54_1274.jpg,184,0.9976,"[[np.int32(833), np.int32(348)], [np.int32(873), np.int32(348)], [np.int32(873), np.int32(374)], [np.int32(833), np.int32(374)]]",,,,
微信图片_20251122072528_54_1274.jpg,SGILGEOUS ALEXANDER,0.8675,"[[np.int32(468), np.int32(371)], [np.int32(730), np.int32(371)], [np.int32(730), np.int32(392)], [np.int32(468), np.int32(392)]]",,,,
微信图片_20251122072528_54_1274.jpg,MINT,0.8379,"[[np.int32(816), np.int32(371)], [np.int32(872), np.int32(371)], [np.int32(872), np.int32(392)], [np.int32(816), np.int32(392)]]",,,,
微信图片_20251122072528_54_1274.jpg,MOJO PRIZM,0.7826,"[[np.int32(464), np.int32(387)], [np.int32(603), np.int32(387)], [np.int32(603), np.int32(415)], [np.int32(464), np.int32(415)]]",,,,
微信图片_20251122072528_54_1274.jpg,91976060,0.9996,"[[np.int32(768), np.int32(411)], [np.int32(875), np.int32(411)], [np.int32(875), np.int32(436)], [np.int32(768), np.int32(436)]]",,,,
微信图片_20251122072528_54_1274.jpg,0R,0.026,"[[np.int32(638), np.int32(696)], [np.int32(694), np.int32(696)], [np.int32(694), np.int32(724)], [np.int32(638), np.int32(724)]]",,,,
微信图片_20251122072528_54_1274.jpg,2,0.9854,"[[np.int32(657), np.int32(720)], [np.int32(681), np.int32(720)], [np.int32(681), np.int32(750)], [np.int32(657), np.int32(750)]]",,,,
微信图片_20251122072528_54_1274.jpg,0,0.9791,"[[np.int32(1002), np.int32(807)], [np.int32(1126), np.int32(807)], [np.int32(1126), np.int32(992)], [np.int32(1002), np.int32(992)]]",,,,
微信图片_20251122072528_54_1274.jpg,BEOUSUALEXAWDBR,0.1498,"[[np.int32(620), np.int32(1028)], [np.int32(868), np.int32(1028)], [np.int32(868), np.int32(1071)], [np.int32(620), np.int32(1071)]]",,,,
微信图片_20251122072528_54_1274.jpg,LOS ANGELES CLIPPERS,0.7677,"[[np.int32(686), np.int32(1069)], [np.int32(868), np.int32(1069)], [np.int32(868), np.int32(1089)], [np.int32(686), np.int32(1089)]]",,,,
微信图片_20251122072528_54_1274.jpg,结束时间:2024-12-2822:28:50,0.8471,"[[np.int32(54), np.int32(1311)], [np.int32(644), np.int32(1311)], [np.int32(644), np.int32(1362)], [np.int32(54), np.int32(1362)]]",,,,
微信图片_20251122072528_54_1274.jpg,2018-19 Panini Prizm Shai Gilgeous-,0.8032,"[[np.int32(54), np.int32(1392)], [np.int32(991), np.int32(1392)], [np.int32(991), np.int32(1469)], [np.int32(54), np.int32(1469)]]",,,,
微信图片_20251122072528_54_1274.jpg,Alexander,0.9989,"[[np.int32(56), np.int32(1464)], [np.int32(313), np.int32(1464)], [np.int32(313), np.int32(1520)], [np.int32(56), np.int32(1520)]]",,,,
微信图片_20251122072528_54_1274.jpg,(海宝1,0.5315,"[[np.int32(364), np.int32(1457)], [np.int32(513), np.int32(1457)], [np.int32(513), np.int32(1525)], [np.int32(364), np.int32(1525)]]",,,,
微信图片_20251122072528_54_1274.jpg,雷霆  快船 新秀RC 亚历山大,0.4783,"[[np.int32(532), np.int32(1456)], [np.int32(1213), np.int32(1456)], [np.int32(1213), np.int32(1531)], [np.int32(532), np.int32(1531)]]",,,,
微信图片_20251122072528_54_1274.jpg,SGA 25编  正新秀 正mojo折 PSA9分 收藏必备,0.6606,"[[np.int32(52), np.int32(1525)], [np.int32(1178), np.int32(1525)], [np.int32(1178), np.int32(1600)], [np.int32(52), np.int32(1600)]]",,,,
微信图片_20251122072528_54_1274.jpg,(OPQI,0.3508,"[[np.int32(83), np.int32(1600)], [np.int32(260), np.int32(1600)], [np.int32(260), np.int32(1666)], [np.int32(83), np.int32(1666)]]",,,,
微信图片_20251122072528_54_1274.jpg,"半25,805.00",0.9605,"[[np.int32(51), np.int32(1688)], [np.int32(446), np.int32(1688)], [np.int32(446), np.int32(1775)], [np.int32(51), np.int32(1775)]]",25805.0,,,
微信图片_20251122072528_54_1274.jpg,"~ $3,532.70",0.7036,"[[np.int32(54), np.int32(1774)], [np.int32(296), np.int32(1774)], [np.int32(296), np.int32(1825)], [np.int32(54), np.int32(1825)]]",,3532.7,,
微信图片_20251122072528_54_1274.jpg,冬50 次竞价,0.3262,"[[np.int32(58), np.int32(1836)], [np.int32(280), np.int32(1836)], [np.int32(280), np.int32(1888)], [np.int32(58), np.int32(1888)]]",,,,50.0
微信图片_20251122072528_54_1274.jpg,顺丰到付@,0.5838,"[[np.int32(76), np.int32(1929)], [np.int32(274), np.int32(1929)], [np.int32(274), np.int32(1979)], [np.int32(76), np.int32(1979)]]",,,,
微信图片_20251122072528_54_1274.jpg,商品属性,0.987,"[[np.int32(54), np.int32(2058)], [np.int32(234), np.int32(2058)], [np.int32(234), np.int32(2120)], [np.int32(54), np.int32(2120)]]",,,,
微信图片_20251122072528_54_1274.jpg,商品编号,0.9958,"[[np.int32(54), np.int32(2159)], [np.int32(218), np.int32(2159)], [np.int32(218), np.int32(2210)], [np.int32(54), np.int32(2210)]]",,,,
微信图片_20251122072528_54_1274.jpg,241220165602347,0.9997,"[[np.int32(353), np.int32(2162)], [np.int32(695), np.int32(2162)], [np.int32(695), np.int32(2205)], [np.int32(353), np.int32(2205)]]",,,,
微信图片_20251122072528_54_1274.jpg,海宝Haibao,0.9844,"[[np.int32(235), np.int32(2318)], [np.int32(500), np.int32(2318)], [np.int32(500), np.int32(2378)], [np.int32(235), np.int32(2378)]]",,,,
微信图片_20251122072528_54_1274.jpg,诲宝:卡吧,0.6347,"[[np.int32(66), np.int32(2383)], [np.int32(190), np.int32(2383)], [np.int32(190), np.int32(2416)], [np.int32(66), np.int32(2416)]]",,,,
微信图片_20251122072528_54_1274.jpg,宵,0.0512,"[[np.int32(1004), np.int32(2338)], [np.int32(1085), np.int32(2338)], [np.int32(1085), np.int32(2415)], [np.int32(1004), np.int32(2415)]]",,,,
微信图片_20251122072528_54_1274.jpg,Ad,0.0039,"[[np.int32(93), np.int32(2414)], [np.int32(162), np.int32(2414)], [np.int32(162), np.int32(2440)], [np.int32(93), np.int32(2440)]]",,,,
微信图片_20251122072528_54_1274.jpg,企业商户,0.5627,"[[np.int32(252), np.int32(2400)], [np.int32(377), np.int32(2400)], [np.int32(377), np.int32(2438)], [np.int32(252), np.int32(2438)]]",,,,
微信图片_20251122072528_54_1274.jpg,箱盒,0.9906,"[[np.int32(414), np.int32(2400)], [np.int32(483), np.int32(2400)], [np.int32(483), np.int32(2438)], [np.int32(414), np.int32(2438)]]",,,,
微信图片_20251122072528_54_1274.jpg,周边,0.9861,"[[np.int32(520), np.int32(2400)], [np.int32(587), np.int32(2400)], [np.int32(587), np.int32(2438)], [np.int32(520), np.int32(2438)]]",,,,
微信图片_20251122072528_54_1274.jpg,好评率,0.8347,"[[np.int32(196), np.int32(2512)], [np.int32(308), np.int32(2512)], [np.int32(308), np.int32(2557)], [np.int32(196), np.int32(2557)]]",,,,
微信图片_20251122072528_54_1274.jpg,好评数,0.9778,"[[np.int32(583), np.int32(2512)], [np.int32(693), np.int32(2512)], [np.int32(693), np.int32(2557)], [np.int32(583), np.int32(2557)]]",,,,
微信图片_20251122072528_54_1274.jpg,差评数,0.9689,"[[np.int32(970), np.int32(2512)], [np.int32(1080), np.int32(2512)], [np.int32(1080), np.int32(2557)], [np.int32(970), np.int32(2557)]]",,,,
微信图片_20251122072528_54_1274.jpg,99.919,0.5226,"[[np.int32(174), np.int32(2564)], [np.int32(329), np.int32(2564)], [np.int32(329), np.int32(2609)], [np.int32(174), np.int32(2609)]]",,,,
微信图片_20251122072528_54_1274.jpg,81878,0.9998,"[[np.int32(574), np.int32(2564)], [np.int32(701), np.int32(2564)], [np.int32(701), np.int32(2609)], [np.int32(574), np.int32(2609)]]",,,,
微信图片_20251122072528_54_1274.jpg,70,0.9996,"[[np.int32(996), np.int32(2566)], [np.int32(1054), np.int32(2566)], [np.int32(1054), np.int32(2609)], [np.int32(996), np.int32(2609)]]",,,,
微信图片_20251122072528_54_1274.jpg,IS Lgk,0.036,"[[np.int32(879), np.int32(2713)], [np.int32(950), np.int32(2713)], [np.int32(950), np.int32(2731)], [np.int32(879), np.int32(2731)]]",,,,
微信图片_20251122072528_54_1274.jpg,商品已售出,0.7961,"[[np.float64(1011.3516449153894), np.float64(1721.0351332215832)], [np.float64(1200.9980082193597), np.float64(1774.845412159295)], [np.float64(1183.6483550846106), np.float64(1824.9648667784168)], [np.float64(995.0019917806403), np.float64(1770.154587840705)]]",,,,
微信图片_20251122072528_54_1274.jpg,Ns2,0.659,"[[np.float64(871.2562854188427), np.float64(2731.55879958638)], [np.float64(944.6669236692798), np.float64(2722.626130230977)], [np.float64(947.7437145811573), np.float64(2750.44120041362)], [np.float64(873.3330763307202), np.float64(2759.373869769023)]]",,,,
微信图片_20251122072530_55_1274.jpg,MI 令 @,0.0139,"[[np.int32(920), np.int32(42)], [np.int32(1173), np.int32(42)], [np.int32(1173), np.int32(108)], [np.int32(920), np.int32(108)]]",,,,
微信图片_20251122072530_55_1274.jpg,商品,0.9893,"[[np.int32(585), np.int32(175)], [np.int32(692), np.int32(175)], [np.int32(692), np.int32(240)], [np.int32(585), np.int32(240)]]",,,,
微信图片_20251122072530_55_1274.jpg,<,0.085,"[[np.int32(1167), np.int32(176)], [np.int32(1235), np.int32(176)], [np.int32(1235), np.int32(236)], [np.int32(1167), np.int32(236)]]",,,,
微信图片_20251122072530_55_1274.jpg,2018 PANINIPAIM,0.1921,"[[np.int32(470), np.int32(459)], [np.int32(626), np.int32(459)], [np.int32(626), np.int32(476)], [np.int32(470), np.int32(476)]]",,,,
微信图片_20251122072530_55_1274.jpg,184,0.906,"[[np.int32(728), np.int32(461)], [np.int32(760), np.int32(461)], [np.int32(760), np.int32(476)], [np.int32(728), np.int32(476)]]",,,,
微信图片_20251122072530_55_1274.jpg,5GIUGLOUS,0.3326,"[[np.int32(470), np.int32(474)], [np.int32(569), np.int32(474)], [np.int32(569), np.int32(489)], [np.int32(470), np.int32(489)]]",,,,
微信图片_20251122072530_55_1274.jpg,ALEKANDEA,0.4215,"[[np.int32(583), np.int32(474)], [np.int32(680), np.int32(474)], [np.int32(680), np.int32(492)], [np.int32(583), np.int32(492)]]",,,,
微信图片_20251122072530_55_1274.jpg,TT,0.2428,"[[np.int32(717), np.int32(474)], [np.int32(762), np.int32(474)], [np.int32(762), np.int32(489)], [np.int32(717), np.int32(489)]]",,,,
微信图片_20251122072530_55_1274.jpg,ORANGE,0.4839,"[[np.int32(469), np.int32(486)], [np.int32(540), np.int32(486)], [np.int32(540), np.int32(516)], [np.int32(469), np.int32(516)]]",,,,
微信图片_20251122072530_55_1274.jpg,PAII,0.2858,"[[np.int32(541), np.int32(490)], [np.int32(595), np.int32(490)], [np.int32(595), np.int32(505)], [np.int32(541), np.int32(505)]]",,,,
微信图片_20251122072530_55_1274.jpg,4575090,0.414,"[[np.int32(680), np.int32(505)], [np.int32(762), np.int32(505)], [np.int32(762), np.int32(522)], [np.int32(680), np.int32(522)]]",,,,
微信图片_20251122072530_55_1274.jpg,00,0.0306,"[[np.int32(600), np.int32(706)], [np.int32(641), np.int32(706)], [np.int32(641), np.int32(727)], [np.int32(600), np.int32(727)]]",,,,
微信图片_20251122072530_55_1274.jpg,SHALOILCEOS-ALANU,0.0248,"[[np.int32(506), np.int32(967)], [np.int32(782), np.int32(967)], [np.int32(782), np.int32(992)], [np.int32(506), np.int32(992)]]",,,,
微信图片_20251122072530_55_1274.jpg,LUSANC,0.1287,"[[np.int32(637), np.int32(998)], [np.int32(697), np.int32(998)], [np.int32(697), np.int32(1013)], [np.int32(637), np.int32(1013)]]",,,,
微信图片_20251122072530_55_1274.jpg,结束时间:2025-01-1121:03:00,0.9465,"[[np.int32(54), np.int32(1311)], [np.int32(620), np.int32(1311)], [np.int32(620), np.int32(1362)], [np.int32(54), np.int32(1362)]]",,,,
微信图片_20251122072530_55_1274.jpg,2018-19 Panini Prizm Shai Gilgeous-,0.8035,"[[np.int32(54), np.int32(1392)], [np.int32(991), np.int32(1392)], [np.int32(991), np.int32(1469)], [np.int32(54), np.int32(1469)]]",,,,
微信图片_20251122072530_55_1274.jpg,Alexander RC,0.9281,"[[np.int32(56), np.int32(1464)], [np.int32(406), np.int32(1464)], [np.int32(406), np.int32(1520)], [np.int32(56), np.int32(1520)]]",,,,
微信图片_20251122072530_55_1274.jpg,(白鸟代卖 '寄付特快),0.4093,"[[np.int32(439), np.int32(1454)], [np.int32(951), np.int32(1454)], [np.int32(951), np.int32(1528)], [np.int32(439), np.int32(1528)]]",,,,
微信图片_20251122072530_55_1274.jpg,pZ hobby,0.8865,"[[np.int32(967), np.int32(1457)], [np.int32(1209), np.int32(1457)], [np.int32(1209), np.int32(1532)], [np.int32(967), np.int32(1532)]]",,,,
微信图片_20251122072530_55_1274.jpg,亚历山大 SGA 新秀 /49编 橙折 psa9分 山羊,0.6928,"[[np.int32(56), np.int32(1523)], [np.int32(1137), np.int32(1523)], [np.int32(1137), np.int32(1603)], [np.int32(56), np.int32(1603)]]",,,,
微信图片_20251122072530_55_1274.jpg,"半14,756.00",0.3712,"[[np.int32(49), np.int32(1621)], [np.int32(446), np.int32(1621)], [np.int32(446), np.int32(1705)], [np.int32(49), np.int32(1705)]]",14756.0,,,
微信图片_20251122072530_55_1274.jpg,"~ $2,009.77",0.5325,"[[np.int32(53), np.int32(1704)], [np.int32(296), np.int32(1704)], [np.int32(296), np.int32(1758)], [np.int32(53), np.int32(1758)]]",,2009.77,,
微信图片_20251122072530_55_1274.jpg,冬59  次竞价,0.1642,"[[np.int32(58), np.int32(1767)], [np.int32(280), np.int32(1767)], [np.int32(280), np.int32(1818)], [np.int32(58), np.int32(1818)]]",,,,59.0
微信图片_20251122072530_55_1274.jpg,运费: 半23.00,0.5648,"[[np.int32(79), np.int32(1863)], [np.int32(325), np.int32(1863)], [np.int32(325), np.int32(1908)], [np.int32(79), np.int32(1908)]]",,,23.0,
微信图片_20251122072530_55_1274.jpg,商品属性,0.9877,"[[np.int32(54), np.int32(1992)], [np.int32(231), np.int32(1992)], [np.int32(231), np.int32(2048)], [np.int32(54), np.int32(2048)]]",,,,
微信图片_20251122072530_55_1274.jpg,商品编号,0.9962,"[[np.int32(54), np.int32(2090)], [np.int32(218), np.int32(2090)], [np.int32(218), np.int32(2141)], [np.int32(54), np.int32(2141)]]",,,,
微信图片_20251122072530_55_1274.jpg,250107160047004,0.9427,"[[np.int32(353), np.int32(2093)], [np.int32(693), np.int32(2093)], [np.int32(693), np.int32(2135)], [np.int32(353), np.int32(2135)]]",,,,
微信图片_20251122072530_55_1274.jpg,白鸟球星卡,0.9039,"[[np.int32(237), np.int32(2246)], [np.int32(483), np.int32(2246)], [np.int32(483), np.int32(2313)], [np.int32(237), np.int32(2313)]]",,,,
微信图片_20251122072530_55_1274.jpg,臼鸟,0.1484,"[[np.int32(85), np.int32(2320)], [np.int32(173), np.int32(2320)], [np.int32(173), np.int32(2363)], [np.int32(85), np.int32(2363)]]",,,,
微信图片_20251122072530_55_1274.jpg,/,0.0089,"[[np.int32(1004), np.int32(2269)], [np.int32(1083), np.int32(2269)], [np.int32(1083), np.int32(2348)], [np.int32(1004), np.int32(2348)]]",,,,
微信图片_20251122072530_55_1274.jpg,TOar,0.0254,"[[np.int32(121), np.int32(2357)], [np.int32(155), np.int32(2357)], [np.int32(155), np.int32(2366)], [np.int32(121), np.int32(2366)]]",,,,
微信图片_20251122072530_55_1274.jpg,企业商户,0.9628,"[[np.int32(252), np.int32(2331)], [np.int32(377), np.int32(2331)], [np.int32(377), np.int32(2371)], [np.int32(252), np.int32(2371)]]",,,,
微信图片_20251122072530_55_1274.jpg,好评率,0.9024,"[[np.int32(196), np.int32(2443)], [np.int32(305), np.int32(2443)], [np.int32(305), np.int32(2488)], [np.int32(196), np.int32(2488)]]",,,,
微信图片_20251122072530_55_1274.jpg,好评数,0.9778,"[[np.int32(583), np.int32(2445)], [np.int32(693), np.int32(2445)], [np.int32(693), np.int32(2488)], [np.int32(583), np.int32(2488)]]",,,,
微信图片_20251122072530_55_1274.jpg,差评数,0.9674,"[[np.int32(970), np.int32(2443)], [np.int32(1080), np.int32(2443)], [np.int32(1080), np.int32(2488)], [np.int32(970), np.int32(2488)]]",,,,
微信图片_20251122072530_55_1274.jpg,99.849,0.7187,"[[np.int32(170), np.int32(2495)], [np.int32(333), np.int32(2495)], [np.int32(333), np.int32(2540)], [np.int32(170), np.int32(2540)]]",,,,
微信图片_20251122072530_55_1274.jpg,73060,0.9946,"[[np.int32(572), np.int32(2495)], [np.int32(703), np.int32(2495)], [np.int32(703), np.int32(2540)], [np.int32(572), np.int32(2540)]]",,,,
微信图片_20251122072530_55_1274.jpg,118,0.9998,"[[np.int32(989), np.int32(2497)], [np.int32(1058), np.int32(2497)], [np.int32(1058), np.int32(2540)], [np.int32(989), np.int32(2540)]]",,,,
微信图片_20251122072530_55_1274.jpg,AURST,0.1123,"[[np.int32(185), np.int32(2644)], [np.int32(243), np.int32(2644)], [np.int32(243), np.int32(2661)], [np.int32(185), np.int32(2661)]]",,,,
微信图片_20251122072530_55_1274.jpg,RaTE,0.3385,"[[np.int32(193), np.int32(2657)], [np.int32(245), np.int32(2657)], [np.int32(245), np.int32(2672)], [np.int32(193), np.int32(2672)]]",,,,
微信图片_20251122072530_55_1274.jpg,商品已售出,0.6701,"[[np.float64(1011.337410843551), np.float64(1653.0366975919583)], [np.float64(1199.997102693253), np.float64(1706.813561574303)], [np.float64(1183.662589156449), np.float64(1754.9633024080417)], [np.float64(995.002897306747), np.float64(1701.186438425697)]]",,,,
微信图片_20251122072535_56_1274.jpg,MI 令 @,0.0151,"[[np.int32(920), np.int32(42)], [np.int32(1173), np.int32(42)], [np.int32(1173), np.int32(108)], [np.int32(920), np.int32(108)]]",,,,
微信图片_20251122072535_56_1274.jpg,商品,0.9929,"[[np.int32(585), np.int32(175)], [np.int32(694), np.int32(175)], [np.int32(694), np.int32(240)], [np.int32(585), np.int32(240)]]",,,,
微信图片_20251122072535_56_1274.jpg,&,0.1224,"[[np.int32(1167), np.int32(176)], [np.int32(1235), np.int32(176)], [np.int32(1235), np.int32(236)], [np.int32(1167), np.int32(236)]]",,,,
微信图片_20251122072535_56_1274.jpg,2018 TANINI PHIZN,0.3372,"[[np.int32(483), np.int32(388)], [np.int32(660), np.int32(388)], [np.int32(660), np.int32(405)], [np.int32(483), np.int32(405)]]",,,,
微信图片_20251122072535_56_1274.jpg,MAf,0.2119,"[[np.int32(767), np.int32(384)], [np.int32(820), np.int32(384)], [np.int32(820), np.int32(422)], [np.int32(767), np.int32(422)]]",,,,
微信图片_20251122072535_56_1274.jpg,SOILGLOUS,0.3274,"[[np.int32(483), np.int32(403)], [np.int32(595), np.int32(403)], [np.int32(595), np.int32(420)], [np.int32(483), np.int32(420)]]",,,,
微信图片_20251122072535_56_1274.jpg,AIEXANDLI,0.2012,"[[np.int32(611), np.int32(403)], [np.int32(725), np.int32(403)], [np.int32(725), np.int32(420)], [np.int32(611), np.int32(420)]]",,,,
微信图片_20251122072535_56_1274.jpg,GIIA,0.1919,"[[np.int32(738), np.int32(401)], [np.int32(786), np.int32(401)], [np.int32(786), np.int32(420)], [np.int32(738), np.int32(420)]]",,,,
微信图片_20251122072535_56_1274.jpg,10,0.9716,"[[np.int32(795), np.int32(418)], [np.int32(820), np.int32(418)], [np.int32(820), np.int32(435)], [np.int32(795), np.int32(435)]]",,,,
微信图片_20251122072535_56_1274.jpg,4/843555,0.131,"[[np.int32(725), np.int32(435)], [np.int32(823), np.int32(435)], [np.int32(823), np.int32(453)], [np.int32(725), np.int32(453)]]",,,,
微信图片_20251122072535_56_1274.jpg,叩瑗,0.0,"[[np.int32(629), np.int32(664)], [np.int32(676), np.int32(664)], [np.int32(676), np.int32(689)], [np.int32(629), np.int32(689)]]",,,,
微信图片_20251122072535_56_1274.jpg,SHAIGILGEOUS-ALEXANDER,0.9626,"[[np.int32(523), np.int32(958)], [np.int32(843), np.int32(958)], [np.int32(843), np.int32(986)], [np.int32(523), np.int32(986)]]",,,,
微信图片_20251122072535_56_1274.jpg,LOS ANGELES CLIPPERS,0.6625,"[[np.int32(676), np.int32(991)], [np.int32(844), np.int32(991)], [np.int32(844), np.int32(1009)], [np.int32(676), np.int32(1009)]]",,,,
微信图片_20251122072535_56_1274.jpg,LA,0.9997,"[[np.int32(584), np.int32(1116)], [np.int32(689), np.int32(1116)], [np.int32(689), np.int32(1193)], [np.int32(584), np.int32(1193)]]",,,,
微信图片_20251122072535_56_1274.jpg,结束时间:2025-05-0419:42:30,0.7929,"[[np.int32(54), np.int32(1311)], [np.int32(644), np.int32(1311)], [np.int32(644), np.int32(1362)], [np.int32(54), np.int32(1362)]]",,,,
微信图片_20251122072535_56_1274.jpg,(LA拍卖],0.4869,"[[np.int32(85), np.int32(1390)], [np.int32(318), np.int32(1390)], [np.int32(318), np.int32(1456)], [np.int32(85), np.int32(1456)]]",,,,
微信图片_20251122072535_56_1274.jpg,2018-19 Panini Prizm Shai,0.692,"[[np.int32(336), np.int32(1393)], [np.int32(1004), np.int32(1393)], [np.int32(1004), np.int32(1454)], [np.int32(336), np.int32(1454)]]",,,,
微信图片_20251122072535_56_1274.jpg,Gilgeous-Alexander 新秀RC 谢伊 吉尔杰斯 亚,0.7142,"[[np.int32(54), np.int32(1454)], [np.int32(1193), np.int32(1454)], [np.int32(1193), np.int32(1531)], [np.int32(54), np.int32(1531)]]",,,,
微信图片_20251122072535_56_1274.jpg,历山大  雷霆  快船  正新秀  普卡 Base PSA10分,0.3417,"[[np.int32(54), np.int32(1525)], [np.int32(1148), np.int32(1525)], [np.int32(1148), np.int32(1598)], [np.int32(54), np.int32(1598)]]",,,,
微信图片_20251122072535_56_1274.jpg,完美品相 VLC07,0.6164,"[[np.int32(55), np.int32(1597)], [np.int32(465), np.int32(1597)], [np.int32(465), np.int32(1666)], [np.int32(55), np.int32(1666)]]",,,,
微信图片_20251122072535_56_1274.jpg,半906.00,0.7073,"[[np.int32(50), np.int32(1690)], [np.int32(347), np.int32(1690)], [np.int32(347), np.int32(1764)], [np.int32(50), np.int32(1764)]]",906.0,,,
微信图片_20251122072535_56_1274.jpg,~ $124.58,0.3126,"[[np.int32(55), np.int32(1775)], [np.int32(260), np.int32(1775)], [np.int32(260), np.int32(1820)], [np.int32(55), np.int32(1820)]]",,124.58,,
微信图片_20251122072535_56_1274.jpg,冬30  次竞价,0.0728,"[[np.int32(58), np.int32(1836)], [np.int32(280), np.int32(1836)], [np.int32(280), np.int32(1888)], [np.int32(58), np.int32(1888)]]",,,,30.0
微信图片_20251122072535_56_1274.jpg,运费:,0.9835,"[[np.int32(78), np.int32(1929)], [np.int32(177), np.int32(1929)], [np.int32(177), np.int32(1979)], [np.int32(78), np.int32(1979)]]",,,,
微信图片_20251122072535_56_1274.jpg,半18.000,0.5057,"[[np.int32(185), np.int32(1937)], [np.int32(355), np.int32(1937)], [np.int32(355), np.int32(1975)], [np.int32(185), np.int32(1975)]]",18.0,,,
微信图片_20251122072535_56_1274.jpg,商品属性,0.9843,"[[np.int32(55), np.int32(2058)], [np.int32(234), np.int32(2058)], [np.int32(234), np.int32(2118)], [np.int32(55), np.int32(2118)]]",,,,
微信图片_20251122072535_56_1274.jpg,商品编号,0.9958,"[[np.int32(54), np.int32(2159)], [np.int32(218), np.int32(2159)], [np.int32(218), np.int32(2210)], [np.int32(54), np.int32(2210)]]",,,,
微信图片_20251122072535_56_1274.jpg,250428153810020,0.7168,"[[np.int32(353), np.int32(2162)], [np.int32(697), np.int32(2162)], [np.int32(697), np.int32(2205)], [np.int32(353), np.int32(2205)]]",,,,
微信图片_20251122072535_56_1274.jpg,LA拍卖,0.9716,"[[np.int32(235), np.int32(2318)], [np.int32(400), np.int32(2318)], [np.int32(400), np.int32(2380)], [np.int32(235), np.int32(2380)]]",,,,
微信图片_20251122072535_56_1274.jpg,LA,0.9992,"[[np.int32(80), np.int32(2336)], [np.int32(181), np.int32(2336)], [np.int32(181), np.int32(2415)], [np.int32(80), np.int32(2415)]]",,,,
微信图片_20251122072535_56_1274.jpg,宵,0.0233,"[[np.int32(1004), np.int32(2338)], [np.int32(1083), np.int32(2338)], [np.int32(1083), np.int32(2415)], [np.int32(1004), np.int32(2415)]]",,,,
微信图片_20251122072535_56_1274.jpg,企业商户,0.9657,"[[np.int32(252), np.int32(2400)], [np.int32(377), np.int32(2400)], [np.int32(377), np.int32(2438)], [np.int32(252), np.int32(2438)]]",,,,
微信图片_20251122072535_56_1274.jpg,好评率,0.8216,"[[np.int32(196), np.int32(2512)], [np.int32(305), np.int32(2512)], [np.int32(305), np.int32(2557)], [np.int32(196), np.int32(2557)]]",,,,
微信图片_20251122072535_56_1274.jpg,好评数,0.977,"[[np.int32(583), np.int32(2515)], [np.int32(693), np.int32(2515)], [np.int32(693), np.int32(2557)], [np.int32(583), np.int32(2557)]]",,,,
微信图片_20251122072535_56_1274.jpg,差评数,0.9696,"[[np.int32(970), np.int32(2512)], [np.int32(1080), np.int32(2512)], [np.int32(1080), np.int32(2557)], [np.int32(970), np.int32(2557)]]",,,,
微信图片_20251122072535_56_1274.jpg,99.85%,0.6173,"[[np.int32(170), np.int32(2564)], [np.int32(333), np.int32(2564)], [np.int32(333), np.int32(2609)], [np.int32(170), np.int32(2609)]]",,,,
微信图片_20251122072535_56_1274.jpg,224630,0.9998,"[[np.int32(559), np.int32(2564)], [np.int32(719), np.int32(2564)], [np.int32(719), np.int32(2609)], [np.int32(559), np.int32(2609)]]",,,,
微信图片_20251122072535_56_1274.jpg,339,0.9999,"[[np.int32(983), np.int32(2564)], [np.int32(1067), np.int32(2564)], [np.int32(1067), np.int32(2609)], [np.int32(983), np.int32(2609)]]",,,,
